NOMBRE,CATEGORIA_TIPOLOGIA,DOMICILIO,LATITUD,LONGITUD
SALA DE RX-PROGRAMA DE SALUD EN CONTEXTO DE ENCIERRO,Diagnostico por Imágenes,AVENIDA USHUAIA SIN NUMERO BARRIO BARBERAN,-27.451961080899142,-59.043166637420654
LABORATORIO DE ANALISIS CLINICOS (DELL ORTO FOSCHIATTI),Laboratorio de Análisis Clínicos,AVENIDA MARCONI 1488 LOCAL A,-27.451942,-59.01410099999998
SANATORIO CHACO S.R.L.,Alto riesgo con terapia intensiva,Almirante Brown 315,-27.45191,-58.98165
CENTRO DE SALUD VILLA PEGORARO,Con atención médica diaria y con especialidades y/o otras profesiones,Fotheringham 555,-27.4518881,-59.0209337
EL PUENTE,Centro de día,NECOCHEA 374,-27.4517106,-58.992340600000034
INSTITUTO J.R.F.,Con atención médica diaria y con especialidades y/o otras profesiones,MONTEAGUDO 546,-27.451634,-58.97623699999997
POLICONSULTORIO HIPOLITO YRIGOYEN 159,Con atención médica diaria y con especialidades y/o otras profesiones,HIPOLITO YRIGOYEN 159 - PLANTA ALTA,-27.451622,-58.98416299999997
ASOCIACION MUTUAL CENTRO DE JUBILADOS PENSIONADOS Y RETIRADOS,Con atención médica diaria y con especialidades y/o otras profesiones,Necochea 358,-27.4515187,-58.99231929999996
INSTITUTO PRIVADO DE ENFERMEDADES DE LA PIEL,Con atención médica diaria y con especialidades y/o otras profesiones,NECOCHEA 324,-27.4513496,-58.99193049999997
TRANSPORTE DE RESIDUOS PATOLOGICOS (LAURA GUTIERREZ),Residuos Patológicos,AVENIDA VELEZ SARSFIELD 759,-27.451294,-58.972906999999964
POLICONSULTORIO - AYACUCHO 398,Con atención médica diaria y con especialidades y/o otras profesiones,AYACUCHO 398,-27.4510974,-58.97992769999996
INSTITUTO ESPECIALIZADO,Con atención médica diaria y con especialidades y/o otras profesiones,PELLEGRINI 230,-27.4510933,-58.98253410000001
POLICONSULTORIO (DRA CLARA SERSIC),Con atención médica diaria y con especialidades y/o otras profesiones,LOPEZ Y PLANES 316,-27.45100900228231,-58.980960845947266
C.E.O.-CENTRO DE ESPECIALIDADES ODONTOLOGICAS,Con atención médica diaria y con especialidades y/o otras profesiones,Necochea 296,-27.4509861,-58.99168370000001
SANATORIO GALENO S.R.L.,Alto riesgo con terapia intensiva,Necochea 268,-27.4509245,-58.99144890000002
CENTRO ODONTOLOGICO SANTA APOLONIA,Con atención médica diaria y con especialidades y/o otras profesiones,parcela 53- Barrip Provincias Unidas,-27.450837627275874,-59.018211364746094
INSTITUTO MEDICO DE DIAGNOSTICO POR IMAGENES,Diagnostico por Imágenes,DON BOSCO 275,-27.4508173,-58.981317399999966
C.A.P.S. Nº 2 GENERAL ALVEAR - ZONA 278,Sin atención médica en forma periódica (menor a 3 veces por semana),ZONA 278 - LOTE 68,-27.450788,-55.1429
POLICONSULTORIO C E M I D,Con atención médica diaria y con especialidades y/o otras profesiones,AVENIDA BELGRANO 468,-27.4507546,-58.995151299999975
LABORATORIO DE ANALISIS CLINICOS (SCUFFI),Laboratorio de Análisis Clínicos,DON BOSCO 253,-27.4507477,-58.981667200000004
POLICONSULTORIO (ZOZAYA),Con atención médica diaria y con especialidades y/o otras profesiones,Avenida Alvear 856,-27.4507302,-59.00133210000001
C.A.P.S. COLONIA SALTIÑO DE COLONIA AURORA,Con atención médica general por lo menos 3 días de la semana,Colonia Aurora,-27.45073,-54.58769000000001
CENTRO MEDICO LOPEZ Y PLANES,Con atención médica diaria y con especialidades y/o otras profesiones,LOPEZ Y PLANES 345,-27.450685293713306,-58.98093938827515
CENTRO DE ENFERMEDADES RENALES - CER,Centro de Diálisis,Salta 375,-27.4506742,-58.99241119999999
ESPACIO - SALUD Y ESTETICA,Otros,SALTA 364,-27.4506424,-58.99227339999999
POLICONSULTORIO PIU BELLA,Con atención médica diaria y con especialidades y/o otras profesiones,VEDIA 139 PLANTA ALTA,-27.450611,-58.98946999999998
POLICONSULTORIO (TALAVERA),Con atención médica diaria y con especialidades y/o otras profesiones,BROWN 92 PISO 2 OFICINA 4,-27.450264,-58.98396300000002
CENTRO DE SALUD SANTA RITA,Con atención médica diaria y con especialidades y/o otras profesiones,EZEQUIEL 2051 - Mz 52 - Bº 100 viviendas,-27.450248,-59.024069
DIRECCION DE LABORATORIOS -  PROVINCIA DEL CHACO,Laboratorio de Análisis Clínicos,MARCELO T. DE ALVEAR 20 - 3° PISO,-27.450026,-58.98542990000001
CENTRO LASER OCULAR VER,Con atención médica diaria y con especialidades y/o otras profesiones,Don Bosco 136,-27.450018831903254,-58.98263454437256
POLICONSULTORIO MONTEAGUDO 737,Con atención médica diaria y con especialidades y/o otras profesiones,MONTEAGUDO 737,-27.4500082,-58.97487669999998
SOMA S.A.,Residuos Patológicos,SARMIENTO 102-CASILLA POSTAL 247 (DOMICILIO LEGAL),-27.45,-58.985000000000014
PUESTO SANITARIO (BANDA RURAL NORTE) QUITA PUNCO,Sin atención médica en forma periódica (menor a 3 veces por semana),CAMINO NAL. CORTA A RUTA 1 KM 8 DE CHAUPI POZO,-27.449960159283428,-64.41667100786617
SERVICIO DE RMN,Diagnostico por Imágenes,DON BOSCO  165,-27.449917,-58.98246599999999
INSTITUTO MEDICO PIROVANO,Con atención médica diaria y con especialidades y/o otras profesiones,DON BOSCO 155,-27.4498859,-58.98234249999996
CENTRO MEDICO DE ALPARGATAS,Con atención médica diaria y con especialidades y/o otras profesiones,Ruta 38 Kilometro 725,-27.449821,-65.618628
SANATORIO MODELO,Alto riesgo con terapia intensiva,AV. SARMIENTO 184,-27.4498,-58.984991000000036
GRUPO ODONTOLOGICO RESISTENCIA SALUD Y ESTETICA,Con atención médica diaria y con especialidades y/o otras profesiones,MITRE 114,-27.4495402,-58.986501799999985
POLICONSULTORIO (SPIGL),Con atención médica diaria y con especialidades y/o otras profesiones,JUAN DOMINGO PERON 431,-27.449513,-58.992058499999985
POLICONSULTORIO AEROPUERTO INTERNACIONAL RESISTENCIA,Con atención médica diaria y con especialidades y/o otras profesiones,"Ruta Nacional 11 Km 1,003.5 - Aeropuerto Internacional de Resistencia",-27.44945,-59.04872399999999
CENTRO ESTETICO,Con atención médica diaria y con especialidades y/o otras profesiones,LOPEZ Y PLANES 589 PLANTA ALTA,-27.44944756951952,-58.978729248046875
CLINICA SAAVEDRA,Bajo riesgo con internación simple,Saavedra 354,-27.4492949,-58.978216299999985
UNIDAD MOVIL ODONTOLOGICA - DIRECCION PROVINCIAL DE ODONTOLOGIA - PROGRAMA BOCA SANA,Unidades de Atención Móviles,MARCELO T DE ALVEAR 145 - 8 PISO,-27.449257156332212,-58.98690462112427
POLICONSULTORIO (VAZQUEZ),Con atención médica diaria y con especialidades y/o otras profesiones,Ayacucho 130,-27.4491538,-58.98193509999999
POLICONSULTORIO MEDICO SAAVEDRA,Con atención médica diaria y con especialidades y/o otras profesiones,SAAVEDRA 324,-27.4490829,-58.978455699999984
CENTRO DE SALUD DE ATENCION PRIMARIA,Con atención médica diaria y con especialidades y/o otras profesiones,AVENIDA SARMIENTO 263,-27.4489101,-58.98421680000001
CAPS Nº 10 MOLINA PUNTA  DR BALBASTRO,Con atención médica diaria y con especialidades y/o otras profesiones,LAS MARGARITAS  318 E/ BALLERINI Y JOSÉ NEGRO,-27.44887631657429,-58.78185510635376
INSTITUTO ESPECIALIZADO CARDIOLOGICO,Con atención médica diaria y con especialidades y/o otras profesiones,AVENIDA SARMIENTO 289,-27.4487714,-58.98408790000002
POLICONSULTORIO ISSUNNE,Con atención médica diaria y con especialidades y/o otras profesiones,LOPEZ Y PLANES 620,-27.448762064390507,-58.978257179260254
SANATORIO PALACIO S.R.L.,Alto riesgo con terapia intensiva,Córdoba 421,-27.4487385,-58.97654449999999
C.O.R. - CLINICA OFTALMOLOGICA ROLFI,Con atención médica diaria y con especialidades y/o otras profesiones,AVENIDA MAC LEAN 1202,-27.4487171,-59.01231419999999
POLICONSULTORIO AVENIDA SARMIENTO 312,Con atención médica diaria y con especialidades y/o otras profesiones,AVENIDA SARMIENTO 312,-27.448714459279017,-58.98364305496216
POLICONSULTORIO CLON,Con atención médica diaria y con especialidades y/o otras profesiones,DONOVAN 75,-27.4486782,-58.990407800000014
POLICONSULTORIO (MENDOZA 1031),Con atención médica diaria y con especialidades y/o otras profesiones,MENDOZA 1031,-27.448666854146968,-59.00175333023071
CENTRO DE CONSULTA MEDICA,Con atención médica diaria y con especialidades y/o otras profesiones,Mitre 235,-27.4485713,-58.98529389999999
INSTITUTO DE FLEBOLOGIA CHACO,Con atención médica diaria y con especialidades y/o otras profesiones,DONOVAN 65,-27.44853,-58.99054699999999
CENTRO DE REHABILITACION FISICA Y DEPORTIVA-CLINICA DEL DEPORTE,Centro Rehabilitación motora,PELLEGRINI 523,-27.4484972,-58.980221099999994
POLICONSULTORIO - UTHGRA,Con atención médica diaria y con especialidades y/o otras profesiones,Julio Argentino Roca 437,-27.4484905,-58.99129700000003
"SERVICIO DE HEMOTERAPIA, BANCO DE SANGRE Y CONSULTORIO MEDICO",Bancos de Sangre,SAAVEDRA 269,-27.4484382,-58.97882559999999
POLICONSULTORIO NUEVA SALUD,Con atención médica diaria y con especialidades y/o otras profesiones,SANTA FE 138 1 PISO B,-27.4483133,-58.98589089999996
CONSUL MED - CONSULTORIOS MEDICOS,Con atención médica diaria y con especialidades y/o otras profesiones,Avenida Marconi 1971,-27.4482751,-59.01851499999998
CAROLINA PEREZ ESTETICA Y SALUD INTEGRAL II,Con atención médica diaria y con especialidades y/o otras profesiones,JUAN DOMINGO PERÓN 564,-27.4482685,-58.99312680000003
INSTITUTO SAN FRANCISCO-HOSPITAL DE DIA,Centro de salud mental,PUEYRREDON 165,-27.4482017,-58.986756499999956
CENTRO MEDICO C.M.,Con atención médica diaria y con especialidades y/o otras profesiones,CANGALLO 324,-27.448122,-58.99560120000001
CENTRO DE PEDIATRIA,Con atención médica diaria y con especialidades y/o otras profesiones,MARCELO T. DE ALVEAR 274,-27.4480728,-58.9878506
LABORATORIO DE ANALISIS CLINICOS ( DR. TACCHI),Laboratorio de Análisis Clínicos,CARLOS PELLEGRINI 602,-27.4479836,-58.9792559
SANATORIO SARMIENTO,Alto riesgo con terapia intensiva,AVENIDA SARMIENTO 391,-27.4479732,-58.98328079999999
ESCUADRON 51 RESISTENCIA,Otros,JULIO ARGENTINO ROCA 535,-27.4478504,-58.9923675
SANATORIO MATERNO INFANTIL SRL,Mediano riesgo con internación con cuidados especiales,Guemes 501,-27.4477629,-58.9811327
LABORATORIO DE ANALISIS CLINICOS - DRA. MARTINEZ QUIROGA DE GOMEZ,Laboratorio de Análisis Clínicos,GUEMES 501,-27.4477629,-58.9811327
SANATORIO GUEMES,Alto riesgo con terapia intensiva,GÜEMES 501,-27.44776,-58.98113799999999
INSTITUTO HOLZMAN,Con atención médica diaria y con especialidades y/o otras profesiones,SANTA FE 224 - PLANTA ALTA,-27.44775283162756,-58.98664712905884
CLINICA ODONTOLOGICA DE REHABILITACION ORAL,Con atención médica diaria y con especialidades y/o otras profesiones,AVENIDA BELGRANO 55,-27.44774,-58.99137619999999
CENTRO MEDICO-KINESIOLOGICO ESPECIALIZADO,Con atención médica diaria y con especialidades y/o otras profesiones,Santa Fe 253,-27.4477261,-58.98710140000003
CENTRO DE SALUD VILLA ALVEAR,Con atención médica diaria y con especialidades y/o otras profesiones,JUJUY 1046,-27.447705,-59.000719000000004
CORDIS - INSTITUTO DEL CORAZON,Alto riesgo con terapia intensiva,Carlos Pellegrini 637,-27.4476879,-58.9791462
CONSULTORIOS ENTRE RIOS,Con atención médica diaria y con especialidades y/o otras profesiones,ENTRE RIOS 45,-27.44768,-58.98346700000002
LABORATORIO DE ANALISIS CLINICOS (LUQUE),Laboratorio de Análisis Clínicos,REMEDIOS DE ESCALADA 135,-27.4476079,-58.98805200000004
CENTRO ASISTENCIAL 2 COMANDANTE FERNANDEZ,Con atención médica diaria y con especialidades y/o otras profesiones,REMEDIOS DE ESCALADA 135,-27.447601,-58.988058000000024
INSTITUTO CENTER,Bajo riesgo con internación simple,LOPEZ Y PLANES 742,-27.447524324814328,-58.977452516555786
FEMECHACO EMERGENCIAS,Sistema de Atención extra hospitalaria,Güemes 567,-27.4475122,-58.980690200000026
POLICONSULTOR,Con atención médica diaria y con especialidades y/o otras profesiones,PELLEGRINI 682,-27.4474846,-58.97869420000001
C.E.M.M.I.,Con atención médica diaria y con especialidades y/o otras profesiones,PELLEGRINI 682,-27.4474846,-58.97869420000001
CONSULTORIOS MITRE,Con atención médica diaria y con especialidades y/o otras profesiones,MITRE 390,-27.4474724,-58.98404019999998
C.A.P.S. Nº 20 ÑU PORA,Con atención médica diaria y con especialidades y/o otras profesiones,AVENIDA ALBERTO ROTH y LAS ROSAS,-27.44747,-55.85993
CENTRO MEDICO INFANTIL,Con atención médica diaria y con especialidades y/o otras profesiones,AVENIDA PARAGUAY 45,-27.447424,-58.9815021
CARDIOMOVIL,Sistema de Atención extra hospitalaria,Pellegrini 677,-27.4473576,-58.978951499999994
CAPS CIUDACITA,Con atención médica general por lo menos 3 días de la semana,RUTA 329,-27.447352944393767,-65.38719177246094
SANATORIO FRANGIOLI DE SALUD 2000 S.R.L.,Alto riesgo con terapia intensiva,CÓRDOBA 198,-27.447292643618372,-58.9787149429867
POLICONSULTORIO DE ATENCION PSIQUIATRICA Y PSICOLOGICA,Con atención médica diaria y con especialidades y/o otras profesiones,SAAVEDRA 80,-27.4471272,-58.98066010000002
INSTITUTO PSIQUIATRICO DEL LITORAL,Bajo riesgo con internación simple,Avenida Sarmiento 544,-27.4470463,-58.981501500000036
CENTRO MEDICO DIAGNOSTICO-CEMED,Con atención médica diaria y con especialidades y/o otras profesiones,RIVADAVIA 45,-27.4470109,-58.982637100000034
CENTRO OFTALMOLOGICO,Con atención médica diaria y con especialidades y/o otras profesiones,RIVADAVIA 45,-27.4470024,-58.9827047
POLICONSULTORIO JUAN DOMINGO PERON 728,Con atención médica diaria y con especialidades y/o otras profesiones,JUAN DOMINGO PERON 728,-27.4469858,-58.994693299999994
CENTRO DE REHABILITACION EL PUENTE,Centro Rehabilitación motora,ECHEVERRIA 76,-27.4469485,-58.992626400000006
LABORATORIO DE PROTESIS DENTAL (OLIVERA),Laboratorios mecánica dental,PIO XII 475,-27.4469402,-58.99949570000001
ACHASODIA - ASOCIACION CHAQUEÑA DE SOLIDARIDAD CON EL DIABETICO,Con atención médica diaria y con especialidades y/o otras profesiones,LOPEZ Y PLANES 856,-27.4468116,-58.97616959999999
CONSULTORIOS DEL BOULEVAR,Con atención médica diaria y con especialidades y/o otras profesiones,Avenida Rivadavia 34,-27.4467699,-58.9822939
CENTRO KINESICO Y REHABILITACION,Con atención médica diaria y con especialidades y/o otras profesiones,CANGALLO Y JULIO A ROCA,-27.446743589630966,-58.993234634399414
CENTRO MEDICO KINESIC ARTEMIS,Con atención médica diaria y con especialidades y/o otras profesiones,ECHEVERRIA 15,-27.446728,-58.99192499999998
LABORATORIO DE ANALISIS CLINICOS  GUEMES,Laboratorio de Análisis Clínicos,GUEMES 680,-27.446624,-58.97945299999999
CENTRO DE OJOS DR. STRUGO,Con atención médica diaria y con especialidades y/o otras profesiones,CANGALLO 116,-27.4466081,-58.99367289999998
POLICONSULTORIO (SAMBARINO),Con atención médica diaria y con especialidades y/o otras profesiones,SAAVEDRA 25,-27.4465595,-58.980796
UNIDAD SANITARIA RESISTENCIA PUERTO BARRANQUERAS,Vacunatorios,REMEDIOS DE ESCALADA 285,-27.446492,-58.986778999999956
POLICONSULTORIO NEUROCIENCIAS,Con atención médica diaria y con especialidades y/o otras profesiones,MITRE 526,-27.4462169,-58.98276699999997
INSTITUTO MEDICO HUMANITAS,Con atención médica diaria y con especialidades y/o otras profesiones,CORRIENTES 343,-27.4461889,-58.98693579999997
POLICONSULTORIO RIVADAVIA,Con atención médica diaria y con especialidades y/o otras profesiones,AVENIDA RIVADAVIA 159,-27.446159,-58.9836803
GASTRONUT - INSTITUTO DE GASTROENTEROLOGIA ENDOSCOPIA Y NUTRICION,Con atención médica diaria y con especialidades y/o otras profesiones,MITRE 537,-27.44611,-58.98268200000001
INSTITUTO MEDICO ENTRE RIOS - IMER,Con atención médica diaria y con especialidades y/o otras profesiones,ENTRE RÍOS 265,-27.4460239,-58.98544559999999
POLICONSULTORIO (AVENIDA 25 DE MAYO 679),Con atención médica diaria y con especialidades y/o otras profesiones,Avenida 25 de Mayo 679 - 2º piso,-27.4460155,-58.992499599999974
INSTITUTO MODELO DE ALERGIA INFANTIL,Con atención médica diaria y con especialidades y/o otras profesiones,GÜEMES 756,-27.446010455220993,-58.97902965545654
POLICONSULTORIO ARMONIA - CENTRO MEDICO Y ESTETICO,Con atención médica diaria y con especialidades y/o otras profesiones,AVENIDA RIVADAVIA 179,-27.4459481,-58.983862999999985
POLICONSULTORIO DR. BINAGHI,Con atención médica diaria y con especialidades y/o otras profesiones,CORRIENTES 389,-27.445909,-58.987324
SERVICIOS MEDICOS DE NUTRICION Y KINESIOLOGIA,Con atención médica diaria y con especialidades y/o otras profesiones,AVENIDA SARMIENTO 774 7º PISO - DEPARTAMENTOS A Y B,-27.4452452,-58.979699100000005
DIMAGEN 4D,Diagnostico por Imágenes,Avenida Sarmiento 786,-27.4452219,-58.979393000000016
CENTRO ODONTOLOGICO DR. GUSTAVO CHITERER,Con atención médica diaria y con especialidades y/o otras profesiones,AVENIDA SARMIENTO 786,-27.4452219,-58.979393000000016
POLICONSULTORIO BY JULIA,Con atención médica diaria y con especialidades y/o otras profesiones,ENTRE RIOS 378,-27.4451593,-58.98625089999996
POLICONSULTORIO DENTAL - CLINICA DE REHABILITACION ORAL,Con atención médica diaria y con especialidades y/o otras profesiones,AV. SARMIENTO 798,-27.445052,-58.979438000000016
SPA TRENDS,Con atención médica diaria y con especialidades y/o otras profesiones,POSADAS 354,-27.445,-58.988
VACUNATORIO BASE AEREA MILITAR RESISTENCIA,Vacunatorios,Ruta 11 Km. 1003 Aeropuerto Internacional Resistencia,-27.44488,-59.04867300000001
ASOCIACION DE LUCHA CONTRA EL CANCER (A.L.C.E.C.),Con atención médica diaria y con especialidades y/o otras profesiones,Mitre 720,-27.4447978,-58.98099879999995
ESCUADRON NUCLEO AGUILARES -IOSFA- GENDARMERIA,Con atención médica diaria y con especialidades y/o otras profesiones,INDEPENDENCIA ENTRE DIEGO DE VILLARROEL Y JUAN TERÁN.,-27.444753110168993,-65.61502710679802
C.A.P.S. - LOS PARAISOS (MUNICIPAL),Con atención médica diaria y con especialidades y/o otras profesiones,Calle 61 Nº 9860,-27.444744120673466,-55.88712930679321
CENTRO DE SALUD BARRIO ESPAÑA,Con atención médica diaria y con especialidades y/o otras profesiones,CALLE FRAY BERTACA - BARRIO ESPAÑA,-27.4446269,-59.015293799999995
POLICONSULTORIO REMEDIOS DE ESCALADA,Con atención médica diaria y con especialidades y/o otras profesiones,REMEDIOS DE ESCALADA 511,-27.4446093,-58.98461499999996
R Y R CONSULTORIOS MEDICOS,Con atención médica diaria y con especialidades y/o otras profesiones,PUEYRREDON 634,-27.4445541,-58.98271310000001
CENTRO DE ENFERMEDADES NEUROLOGICAS DR. AMERI,Con atención médica diaria y con especialidades y/o otras profesiones,ENTRE RIOS 471,-27.444449,-58.987258
AGRUPACION XVIII CHACO,Otros,AVENIDA WILDE 355,-27.4444177,-58.9879469
CENTRO DE DIABETES,Con atención médica diaria y con especialidades y/o otras profesiones,Marcelo T. de Alvear 750,-27.444346,-58.992187
POLICONSULTORIO INSTITUTO VIDA,Con atención médica diaria y con especialidades y/o otras profesiones,AVENIDA LAVALLE 95,-27.4442931,-58.98036930000001
PUESTO SANITARIO (CAPITAL RURAL NORTE) NUEVA ESPERANZA,Sin atención médica en forma periódica (menor a 3 veces por semana),ZONA RURAL CAPITAL NORTE,-27.44425,-64.29913999999997
POLICONSULTORIO FORMOSA 209,Con atención médica diaria y con especialidades y/o otras profesiones,FORMOSA 209,-27.44411570865955,-58.99067044258118
POLICONSULTORIO GUEMES,Con atención médica diaria y con especialidades y/o otras profesiones,REMEDIOS DE ESCALADA Y RIOJA,-27.444015,-58.98383999999999
NEOCK,Con atención médica diaria y con especialidades y/o otras profesiones,POSADAS 335,-27.4438123,-58.98884029999999
POLICONSULTORIO LA SEGUNDA S.A.,Con atención médica diaria y con especialidades y/o otras profesiones,AVENIDA AVALOS 131,-27.4436769,-58.99259089999998
INSTITUTO CLINICA DE OJOS RESISTENCIA,Con atención médica diaria y con especialidades y/o otras profesiones,POSADAS 375,-27.4435542,-58.98863770000003
POLICONSULTORIO C.E.C.,Con atención médica diaria y con especialidades y/o otras profesiones,CORRIENTES 726,-27.4431436,-58.990207999999996
SAPS DR. MAURICIO OPEN,Con atención médica diaria y con especialidades y/o otras profesiones,RUTA NACIONAL Nº 12 KM 1036 - BARRIO SAN FRANCISCO,-27.443087390370508,-58.74320983886719
CENTRO DE SALUD VILLA SAN MARTIN,Con atención médica diaria y con especialidades y/o otras profesiones,MONTEAGUDO 1610,-27.44287,-58.96669800000001
CENTRO DE ESTETICA MIRIAN DE IBARRA,Otros,RIOJA 485 PLANTA ALTA,-27.4427665,-58.98543689999997
CENTRO DE ENFERMEDADES TORACICAS CARDIOVASCULARES Y OZONOTERAPIA,Con atención médica diaria y con especialidades y/o otras profesiones,AVENIDA RISSIONE 535,-27.44241,-58.96749
LOS GIRASOLES,Centro educativo terapéutico,ALISO 4720,-27.4423114,-58.913768800000014
EQUILIBRIO ESTETICA Y SALUD,Con atención médica diaria y con especialidades y/o otras profesiones,AVENIDA ITALIA 1603,-27.442249494307926,-58.96735668182373
POLICONSULTORIO FORMOSA 444,Con atención médica diaria y con especialidades y/o otras profesiones,FORMOSA 444 PLANTA ALTA,-27.442216,-58.98884099999998
POLICONSULTORIO ARMONIA,Con atención médica diaria y con especialidades y/o otras profesiones,FRAY ROSSI 351,-27.4420465,-59.00281789999997
CENTRO MEDICO SANTA RITA,Con atención médica diaria y con especialidades y/o otras profesiones,SANTA FE 998,-27.4416973,-58.99350149999998
CENTRO DE INVESTIGACION Y TRATAMIENTO DE LOS TRANSTORNOS DE LA INFANCIA C.I.T.T.I.,Otros,SAN FERNANDO 113,-27.4412817,-58.99535759999998
CETAI CHACO SRL - SERVICIO DE ESTIMULACION TEMPRANA,Otros,AVENIDA WILDE 798,-27.4412523,-58.98408810000001
POLICONSULTORIO MEDICE III,Con atención médica diaria y con especialidades y/o otras profesiones,AVENIDA WILDE 775,-27.44106,-58.984399999999994
CETAI CHACO SRL,Con atención médica diaria y con especialidades y/o otras profesiones,AVENIDA WILDE 798,-27.4409461,-58.983975799999996
PROGRAMA DE ATENCION PRIMARIA DE SERVICIOS MEDICOS SIN PLUS,Con atención médica diaria y con especialidades y/o otras profesiones,CARLOS CAMPIA 835,-27.44056,-59.01333999999997
MOVIL DE TRASLADO,Sistema de Atención extra hospitalaria,Mariano Moreno N° 1975,-27.4401814,-65.61159520000001
PUESTO SANITARIO EL PORVENIR (HOSP TERMAS),Sin atención médica en forma periódica (menor a 3 veces por semana),El Porvenir,-27.440040465097056,-64.984130859375
POLICONSULTORIO MZ 79 PC 2 CASA 8 BARRIO ESPAÑA,Con atención médica diaria y con especialidades y/o otras profesiones,MZ 79 PC 2 CASA 8 BARRIO ESPAÑA,-27.439926203762564,-59.01512145996094
POLICONSULTORIO CHUAIRE,Con atención médica diaria y con especialidades y/o otras profesiones,AVENIDA 25 DE MAYO 1417,-27.4398444,-58.999620600000014
CENTRO DE SALUD BARRIO SANTA CATALINA,Con atención médica diaria y con especialidades y/o otras profesiones,Pueyrredón 1300,-27.439335851649535,-58.976197242736816
INSTITUTO DE ATENCION A LA DIVERSIDAD-CENTRO EDUCATIVO TERAPEUTICO,Otros,AVENIDA VELEZ SARSFIELD 4401,-27.4391627,-58.95891940000001
C.A.P.S. Nº 33 SAN ISIDRO,Con guardia permanente,Bº San Isidro avenida 15 y calle  216,-27.437343389951106,-55.93752667307854
CENTRO MEDICO MEDINA,Con atención médica diaria y con especialidades y/o otras profesiones,Remedios de Escalada 897,-27.4368164,-65.61698790000003
LABORATORIO DE ANALISIS CLINICOS ESPINOZA,Laboratorio de Análisis Clínicos,REMEDIOS DE ESCALADA 861,-27.4368156,-65.61663809999999
UNIDAD PENAL N° 2 - OBERA,Sistema de Atención extra hospitalaria,Localidad de Oberá,-27.436688750120013,-55.16441345214844
HOSPITAL NIVEL II NUESTRA SEÑORA DE FATIMA,Mediano riesgo con internación con cuidados especiales,BARRIO FATIMA CALLE 3 y 13,-27.4363,-55.86928333330002
CIC AGUILARES (EX CAPS BARRIO COLON),Con atención médica general por lo menos 3 días de la semana,20 de Junio,-27.4357756,-65.61279580000001
C.A.P.S. Nº 23 SAN LORENZO - LA NUEVA ESPERANZA - EBY A4,Con atención médica diaria y con especialidades y/o otras profesiones,Barrio Nueva Esperanza- diagonal 59 y avenida fangio,-27.43546,-55.91299
CENTRO DE SALUD VILLA ELBA,Con atención médica diaria y con especialidades y/o otras profesiones,Juan Domingo Perón 3300,-27.4344072,-59.008665500000006
CENTRO DE REHABILITACION KINESIOLOGIA Y FISIOTERAPIA DEL SUR,Centro Rehabilitación motora,Lamadrid 1320,-27.4342291,-65.6171354
CENTRO MEDICO JMC,Con atención médica diaria y con especialidades y/o otras profesiones,Lamadrid y calle Argerich,-27.434022,-65.61721899999998
C.A.P.S. ALICIA ALTA - COLONIA AURORA,Con atención médica diaria y con especialidades y/o otras profesiones,RUTA COSTERA N° 2 - COLONIA AURORA,-27.433995717726255,-54.35732208194622
CENTRO DE SALUD JUAN DE GARAY EL TALA,Con atención médica diaria y con especialidades y/o otras profesiones,Jujuy 2775,-27.4339602,-59.016757600000005
HOSPITAL CENTRO DE SALUD AGUILARES,Bajo riesgo con internación simple,CALLES GORRITI Y ALSINA,-27.433823,-65.621373
CENTRO DE SALUD VILLA RIO NEGRO,Con guardia permanente,AVENIDA SABIN 75,-27.4337597,-58.982288400000016
SAGRADO CORAZON,Con atención médica diaria y con especialidades y/o otras profesiones,DIEGO DE VILLARROEL 1280,-27.4337116,-65.61503749999997
CAPS VILLA CHICLIGASTA,Con atención médica general por lo menos 3 días de la semana,RUTA PROVINCIAL 328 KM 35 NUESTRA ASUNCION Y EX VIA - A 18 KM DE RUTA 157,-27.4334765321303,-65.16440503615519
CENTRO DE SALUD VILLA ODORICO,Con atención médica diaria y con especialidades y/o otras profesiones,RAÚL B. DÍAZ  865,-27.433260754510506,-58.991432189941406
C.A.P.S. CERRO - SANTA ANA,Con atención médica general por lo menos 3 días de la semana,LOTE N° 148,-27.4331348,-55.57929089999999
LOS INMIGRANTES,Con atención médica diaria y con especialidades y/o otras profesiones,AVENIDA LOS INMIGRANTES 1558,-27.432816,-58.98030460000001
C.A.P.S. Nº 13 VILLA LANUS,Con atención médica general por lo menos 3 días de la semana,Av. Juan Domingo Perón y Mar Argentino - Anexo Unidad Geriátrica,-27.43248,-55.88458
C.A.P.S. COLONIA ALICIA BAJA,Con atención médica diaria y con especialidades y/o otras profesiones,Colonia Aurora,-27.432441,-54.35928100000001
HOSPITAL MONOCLINICO DE GERIATRIA DE VILLA LANUS,Bajo riesgo con internación simple,AVENIDA JUAN DOMINGO PERON 1930 (Miguel Lanus),-27.4321949,-55.88515080000002
LABORATORIO DE ANALISIS CLINICOS Y BACTERIOLOGICOS UBERTI,Laboratorio de Análisis Clínicos,Avenida Mitre 487,-27.4319164,-65.61281359999998
SANATORIO MITRE,Alto riesgo con terapia intensiva,AVENIDA MITRE 279,-27.4318306,-65.6104848
LABORATORIO DE ANALISIS CLINICOS KATZ,Laboratorio de Análisis Clínicos,Avenida Mitre 255,-27.43182,-65.61007010000003
