NOMBRE,LATITUD,LONGITUD
LABORATORIO CAROLINA ETEL D ACHILLE,,
BESI-LENT,,
"CONSULTORIOS MEDICOS DEL SINDICATO DE PETROLEO Y GAS PRIVADO DE RIO NEGRO, NEUQUEN Y LA PAMPA",,
CENTRO DE REHABILITACION PUENTES 4,,
OPTICA WOLF CENTER-AÑELO,,
CENTRO OPTICO DEL SUR,,
MARIA DEL MILAGRO JESUS MOYANO,,
BENAVIDES CENTRO MEDICO QUIRURGICO,,
CENTRO MEDICO WALTER VISÑUK,,
GABINETE DE KINESIOLOGIA FUSION SALUD,,
GABINETE DE KINESIOLOGIA KINECO,,
SERVICIO DE MOVIL DE TRASLADO DE PACIENTES COMPENSADOS VILLORIA,,
IAF CONSULTORIOS,,
LABTEC,,
LA MANSION DE LOS ABUELOS,,
CONSULTORIO MEDICO DR. ARTECHE ELIAN MARTIN,,
CIP SAN AGUSTIN,,
CLINICA DE OJOS BELLA VISTA,,
OPTICA DEL SUR (SERIOT),,
OPTICA EL TIC TAC EXPRESS,,
GABINETES DE KINESIOLOGIA SINERGIA CENTRO DE REHABILITACION,,
CONSULTORIO MEDICO JUAN IGNACIO BALESTRELLI,,
CONSULTORIO DE KINESIOLOGIA,,
CONSULTORIO DE TERAPIA OCUPACIONAL,,
CONSULTORIOS MEDICOS THEIA SALUD VISUAL,,
FARMACIA COOPE PLOTTIER,,
UNIDAD DE EXTRACCION FIJA DE DONACION DE SANGRE CENTRO DE SALUD COOPERATIVO,,
CUIDANDO CENTRO DE DIA,,
LABORATORIOS SUCURSAL RUTA 20,,
CENTRO IMAGO,,
SANTA ELENA SALUD S.A.,,
CONSULTORIO ODONTOLOGICO VICTORIA GHIANO,,
POLICONSULTORIOS AMAUPCN LOS HORNOS,,
LABORATORIO DE ANALISIS CLINICOS LABDIN,,
GABINETE DE KINESIOLOGIA,,
LABORATORIO DER ANALISIS CLINICOS GOMEZ,,
CONSULTORIO MEDICO DE DIAGNOSTICO POR IMEGENES - DR. RUBINO MATEO CARLOS,,
UNIDAD MOVIL TRASLADO PROGRAMADO ROSALES,,
CONSULTORIO MEDICO MARIA RODRIGUEZ,,
CENTRO MEDICO ARCOS DEL CIELO,,
GABINETE DE KINESIOLOGIA KINESIOLOGIA LIC JORGE AGOSTI,,
GABINETE DE KINESIOLOGIA FICIKO,,
LABORATORIO DE NARDI,,
SENFO-ID S.A,,
LABORATORIO BRINKMANN,,
CF LAB. LABORATORIO DE ANALISIS CLINICOS Y BACTERIOLOGICOS DRA. FARIAS,,
ESTABLECIMIENTO PARA COMERCIALIZAR PRODUCTOS BIOMEDICOS,,
CENTRO MEDICO CEMEP ANEXO,,
CONSULTORIO MEDICO MARTININI,,
VITALAB - LABORATORIO DE ANALISIS CLINICOS,,
FARMACITY,,
LABORATORIO DE ANALISIS BIOQUIMICOS BIOQ RAQUEL LETICIA CAVALLINI,,
GABINETE DE FONOAUDIOLOGIA SYNERGIA,,
SERVICIO DE ATENCION INTERNACION DOMICILIARIA VALEAS SRL,,
FUSION,,
CEFYR,,
RESIDENCIA SAN ROQUE,,
CENTRO DE OJOS PEREZ PUENTE,,
CONSULTORIO MEDICO CIAC CONSULTORIOS,,
CENTRO MEDICO SANCHEZ GALDEANO,,
OPTICA MORELLO,,
LABORATORIO CRISTIAN DAVID PADILLA,,
IR SALUD,,
CONSULTORIO ODONTOLOGICO MARIA GIOVANA KOLLMAN,,
CONSULTORIOS FAMILYDENT,,
CONSULTORIO MEDICO CONSULTORIO PROFESIONAL,,
GABINETE DE NUTRICION UTELPA,,
CENTRO AISTENCIAL 29 DE OCTUBRE,,
CENTRO DE IMAGENES VARELA,,
CONSULTORIO ODONTOLOGICO COI CONSULTORIO ODONTOLOGICO INTEGRAL,,
ID SALUD INTEGRAL,,
POLICLINICO NAPAY SUNQU S.R.L.,,
EL REMANSO,,
DANIMOI OPTICA,,
SGLAB LABORATORIO DE ANALISIS CLINICOS,,
MELET ASISTENCIA DOMICILIARIA S.R.L.,,
GERIATRICO POSADA DEL SUR 3,,
LABORATORIO DE PROTESIS DENTAL LABORATORIO SARASOLA,,
ESTABLECIMIENTO PARA COMERCIALIZAR PRODUCTOS MEDICOS FANTINO PROTESIS,,
LABORATORIO DE ANALISIS CLINICOS (DR. GOYA),,
HOGAR SAN MIGUEL,,
KINE MAS,,
GABINETE DE KINESIOLOGIA,,
CENTRO MEDICO NEURODIVERSA,,
PARQUE ALEM S.R.L.,,
ROMINA SOLEDAD MONTERO,,
HOLEPAM CASALINDA  (TIPO A ),,
LABORATORIO DE ANALISIS CLINICOS Y BACTERIOLOGICOS CHIZZOLINI,,
ANEXO CENTRO DE DIA SAN FRANCISCO DE ASIS,,
CETET,,
GERIATRICO ECOS DE VIDA,,
OPTICA AMETLLER,,
OPTICA MAS,,
CENTRO MEDICO INTEGRAL BARADERO (CMIB),,
PUNIN ROMINA PATRICIA,,
OPTICA MIRARTE,,
KINESIO LP,,
OPTICAS DEL SUR - SUC KARUKINKA,,
CETRINET MALVINAS,,
MAS SALUD SUCURSAL EL PUNTO,,
LABORATORIO DE ANALISIS CLINICOS Y BACTERIOLOGICOS,,
ORTOPEDIA TOAY,,
LABORATORIO DE ANATOMIA PATOLOGICA MOIRAGHI,,
CONSULTORIOS MEDICOS IMEGA INSTITUTO MEDICO GASTROENTEROLOGICO,,
LANAC - LABORATORIO DE ANALISIS CLINICOS,,
CENTRO DE DIA NUEVOS CAMINOS,,
LABORATORIO HUMANA,,
LABORATORIO ALBERDI - GONZALEZ,,
GABINETE DE KINESIOLOGIA CIES,,
CONSULTORIOS VIBRE,,
CONSULTORIO MEDICO MIGUEL OMAR OVIEDO,,
HOGAR Y CENTRO DE DIA EL HUERTO DE LOS OLIVOS,,
LABORATORIO DE PROTESIS DENTAL ARGUINZONIZ,,
CENTRO DE OJOS LANUS - 2,,
KINESIOLOGIA Y REHABILITACION LICENCIADA MARIANA ESTRADA,,
LABORATORIO MOSMANN-LLUI,,
INSTITUTO MEDICO EDUCATIVO Y DE REHABILITACION (IMER),,
LA COLONIA,,
LABORATORIO CLINICA SAVIO,,
LABORATORIO BIOLAB,,
LABORATORIO DE ANALISIS BIOQUIMICOS BIOQ. CAROLINA FLORENCIA GONZALEZ,,
LABORATORIO DE ANALISIS BIOQUIMICOS LODIGIANI,,
TECNOLOGIA INTEGRAL DE DIAGNOSTICO POR IMAGEN BRAGADO,,
ALTHEA TERAPIA FISICA,,
CIDI GROUP,,
LABORATORIO DE ANALISIS CLINICOS Y BACTERIOLOGICOS GOMEZ,,
HOLEPAM PARA ADULTOS MAYORES TIPO (A),,
OPTICA ROCAMORA,,
ANJANA S.A.,,
OPTICA NELSON,,
GABINETE DE PSICOLOGIA RICARDO ERNESTO ESPINDOLA,,
CAERUS CENTRO DE REHABILITACION FISICA,,
CONSULTORIO ODONTOLOGICO ODONTOCASTEX,,
RESIDENCIA GERIATRICA HOGAR ESTANCIA SANTA ANA,,
CONSULTORIO DE OFTALMOLOGIA VERONICA GIORDANO,,
CONSULTORIO MEDICO JULIO FRANCISCO PLA CARDENAS,,
GABINETE DE KINESIOLOGIA ALTUBE IGLESIA DISTEL MENDIA,,
CENTRO DE DIA WAYRA,,
SALUD CENTRAL,,
GABINETE DE FONOAUDIOLOGIA CIEN,,
GABINETE DE KINESIOLOGIA EN TUS MANOS,,
GABINETE DE KINESIOLOGIA MARTIN CIRIZA,,
AMBULANCIAS 4 X 4,,
CONSULTORIO DE KINESIOLOGIA BAGNA,,
LABORATORIO DE ANALISIS CLINICOS BRITO,,
OPTICA HORUS,,
GABINETE DE KINESIOLOGIA  PALACIOS,,
GABINETE KINESIOLOGIA LEMUS LUCAS,,
TELKEN CONSULTORIO MEDICO,,
LABORATORIO DE PROTESIS DENTAL JUAN TORRES,,
CONSULTORIO MEDICO REINHART,,
GABINETE DE NUTRICION BALBI OCHOA,,
SPID SALUD INTERNACION DOMICILIARIA - ENFERMERIA,,
SERVICIOS DE GINECOLOGIA Y OBSTETRICIA,,
GABINETE DE KINESIOLOGIA,,
CONSULTORIO DR. ROMERO GILSA SRL,,
CONSULTORIO DE PSICOPEDAGOGIA MENAFRA,,
CENTRO MEDICO AURA,,
TELKEN GABINETE DE PSICOLOGIA,,
CONSULTORIO MEDICO FUNDACION LA CINTA ROSA,,
CENTRO MEDICO CARDIORAN,,
OPTICA BILENT S,,
MAS VISION,,
CENTRO MEDICO DERMATOLOGICO FRONTINI,,
POTENCIAR SALUD,,
OPTICA DUBAI,,
KIPRO,,
CORPUS,,
GABINETES DE KINESIOLOGIA SERVICIO DE REHABILITACION CARDIOPULMONAR,,
INSTITUTO MEDICO ODONTOLOGICO DA VINCI,,
EN LAZOS (HEBRARD),,
DI CAPACIDAD S.A.,,
CENTRO OPTICO V AND V,,
GABINETE DE KINESIOLOGIA MIRADA,,
CLINICA ODONTOLOGICA DE AVANZADA S.A,,
CIMO - CENTRO INTEGRAL DE MEDICINA DEL OESTE,,
OPTICA PARKS,,
OPTICA SARMIENTO,,
UNIDAD MOVIL MEDIANA COMPLEJIDAD,,
S.O.E.C.O.,,
AXIS RPG,,
CENTRO INTERDISCIPLINARIO SOSTENER,,
OMDS SERVICIOS MEDICOS,,
SOLES DE OLIVOS,,
LABORATORIO CRECER,,
HOLEPAM ABUELA MENTA (TIPO A),,
GABINETE DE KINESIOLOGIA FLORENCIA LOHIDOY,,
"LABORATORIO DE ANALISIS CLINICOS BIOQ.BERNARDI DESCH, ANIEL",,
GABINETE DE KINESIOLOGIA L.B.,,
LANHEM - ANALISIS CLINICOS,,
GABINETE DE KINESIOLOGIA SENTIDO S,,
GABINETE DE PSICOPEDAGOGIA PASOS ADELANTE,,
SERVICIODE MOVIL DE TRASLADO PROGRAMADOPARA PACIENTE COMPENSADO GONZALEZ,,
EL REFUGIO DE TRINI,,
GABINETE DE KINESIOLOGIA,,
CONSULTORIO MEDICO MARTIN BOLLINI,,
GABINETE DE KINESIOLOGIA PATAGONIA QUIROPRAXIA,,
GABINETE DE KINESIOLOGIA IVANA MAYO,,
OPTICA GE,,
LABORATORIO BADO,,
AUDISALUD - GABINETE DE KINESIOLOGIA,,
CONSULTORIO DE PSICOLOGIA ALURRALDE,,
OPTICA ECHEVERRIA,,
GABINETE DE KINESIOLOGIA GENESIS,,
TIMO CIRUGIA PLASTICA NEUQUEN,,
CONSULTORIOS MEDICOS ANEXO MODELO S.A.,,
LABORATORIO DE ANALISIS CLINICOS BENSO,,
CAUSAY - ASOCIACION PARA LA PREVENCION Y ASISTENCIA DE LA DROGADEPENDENCIA Y ENFERMEDADES ASOCIADAS,,
INSTITUTO DE SALUD Y BIENESTAR,,
GABINETE DE PSICOPEDAGOGIA NOELIA TARAMARCAZ,,
CENTRO DINAMICO PARA LA INCLUSION ESCOLAR,,
FUNDACION CIRER - CENTRO DE REHABILITACION PSICO-FISICA,,
GABINETE KINESIOLOGIA HALLUX,,
CONSULTORIOS MEDICOS UGP UROLOGIA GENERAL PICO,,
ESTABLECIMIENTO PARA COMERCIALIZAR PRODUCTOS BIOMEDICOS EL TIC TAC CIRUGIA Y SALUD,,
OPTICA ARMONIA VISUAL,,
VIBRASALUD,,
OPTICA CRUZERD GUERNICA,,
OPTICA OPTI-LENT,,
MERIDIEM,,
ANAGRAMA,,
LABORATORIO GALAC,,
AMBULACIAS URBANAS,,
CONSULTORIOS PASTEUR,,
LABORATORIO DE ANALISIS CLINICOS CENTRO MEDICO REYLES S.A.,,
CIPIA KINESIOLOGIA,,
CONSULTORIO MEDICO OFTALMOLOGICO Y MEDICINA ESTETICA -DRA AMPUERO,,
RPG VICENTE LOPEZ,,
CONSULTORIO DENTAL-ODONTOLOGIA INTEGRAL,,
GABINETE DE KINESIOLOGIA VIDACTIVA,,
BUONAVITA RESIDENCIA,,
KUNZI LABORATORIO DE ANALISIS BIOQUIMICOS,,
CENTRO NEFROLOGICO CORONEL SUAREZ (B),,
HAEDO SALUD,,
LABORATORIOS INTEGRADOS,,
LABORATORIO DE ANALISIS CLINICOS VALENZUELA - FERNANDEZ CID,,
MARIANO TORQUI-KINESIOLOGIA-QUIROPRAXIA,,
VIDA,,
GABINETE DE KINESIOLOGIA FERNANDA RUIZ,,
ORTOPEDIA BERTECH,,
KALEB RESIDENCE,,
CENTRO OFTALMOLOGICO GUALEGUAY,,
G Y B LABORATORIO BIOQUIMICO,,
BHI MEDICAL SERVICE GROUP,,
CENTRO DE DEPILACION DEFINITIVA DEFINIT,,
LABORATORIO GABRIELA SIBAUTI,,
GERIATRICO HOGAR DE ANCIANOS PIA UNION DE SAN ANTONIO DE PADUA,,
CENTER CENTRO ESPECIALIZADO EN NEFROLOGIA Y TERAPIAS RENALES,,
LABORATORIO SANATORIO ACONCAGUA BIOLAB LATINOAMERICANA S.A,,
CUIDANDOTE SERVICIO DE ENFERMERIA,,
INTERNACION/ATENCION DOMICILIARIA NEFES ALIENTO DE VIDA,,
GABINETE DE KINESIOLOGIA SANARTE,,
NOS VEMOS HURLINGHAM,,
INSTITUTO PATAGONICO DE OFTALMOLOGIA,,
LABORATORIO DEL CENTRO MEDICO PRIVADO OSPIA,,
CORDIAL SALUD,,
CENTRO PSICOPATOLOGICO LANUS S.A.,,
POLICONSULTORIOS EN-TRAMA,,
EKILIBRIO,,
SISTEMA INTEGRAL DE ATENCION LALUSIDAL SA,,
LABORATORIO EVANGELINA LOPEZ,,
CLINICA AT,,
OPTICA VISUAL,,
GABINETE DE KINESIOLOGIA KINE SALUD,,
CONSULTORIO MEDICO AONZO PABLO JOSE,,
LABORATORIO MARQUESTAUT,,
GABINETE DE KINESIOLOGIA KINETO,,
"CENTRO MEDICO ARRAYANES,",,
ECCOSALUD,,
AMBULANCIA NAPAY SUNQU S.R.L.,,
LABORATORIO DE ANALISIS CLINICOS SALCEDO,,
BABENAA SALUD,,
LABORATORIO DE ANALISIS CLINICOS MORALES - SCACCHI,,
BRICOLAGE,,
CENTRO EDUCATIVO TERAPEUTICO ADAPTA SIN BARRERAS,,
HOSPITAL ESPAÑOL LABORATORIO DE ANALISIS,,
PUERTO IMAGENES MEDICAS,,
C.P.I. CENTRO PSICOTERAPEUTICO INTEGRAL S.R.L.,,
SERVICIO DE INTERNACION/ATENCION DOMICILIARIA COIP,,
GABINETES DE KINESIOLOGIA CINETICA,,
LABORATORIO DE ANALISIS CLINICOS BETIANA GROSSETTI,,
CONSULTORIO DE KINESIOLOGIA LOS CEIBOS,,
PIENO SALUD,,
GABINETE DE KINESIOLOGIA,,
CENTRO MEDICO SANTA MARIA,,
CASA DE MEDIO CAMINO,,
OPTICA BORA EYEWEAR,,
CENTRO DE OJOS ALTAVISTA,,
CLINICA DEL PILAR S.A.,,
LABORATORIO DRA.LERDA,,
LABORATORIO DE ANALISIS CLINICOS DR FERNANDEZ ANGEL,,
LABORATORIO DE ANALISIS CLINICOS JOVITA,,
CENTRO MEDICO OSIAD ROSARIO,,
CONSULTORIO MEDICO STAGNETTO,,
AC CONSULTORIO,,
LABORATORIO VELEZ - DE LERA,,
CONSULTORIO MEDICO Y GABINETE DE FONOAUDIOLOGIA STOK CAPELLA AUDIOLOGIA,,
ECA S.R.L. - VALLE VIEJO,,
SANITAS LIFE,,
KIREC PACHECO,,
KINET,,
RESIDENCIA GERIATRICA VIRGEN DE LUJAN,,
CENTRO MEDICO NEBOT,,
OPTICA MUTUAL,,
CENTRO MEDICO GREGORIO DE LAFERRERE,,
LACE LABORATORIOS SUCURSAL GRAL PAZ,,
C.I.A.M. CENTRO INTEGRAL DE ATENCION MEDICA,,
FISIOMED,,
KINESIOLOGIA VL,,
CASA DE ORTOPEDIA,,
GABINETE DE KINESIOLOGIA,,
CONSULTORIOS INTEGRALES DE SALUD GRYCE,,
CENTRO BIOQUIMICO MEDICO - SANTANGELO MARIA BELEN,,
GABINETE DE KINESIOLOGIA NEPAL,,
GABINETE DE FONOAUDIOLOGIA GABINETE SALUD,,
GABINETE DE KINESIOLOGIA PRO PHYSICAL,,
OPTICA LUMEN,,
LABORATORIO ZUBELDIA,,
OPTICA GONZALEZ,,
CONSULTORIOS ODONTOLOGICOS DENTAL GROUP,,
DISPOSITIVO DE SALUD MENTAL DISPOSITIVO DE INCLUCION HABITACIONAL DE BAJO NIVEL DE APOYO IMAGO,,
GABINETE DE KINESIOLOGIA,,
CERYDE,,
GABINETE DE KINESIOLOGIA KIBA,,
OPTICA FONTANA,,
SERVICIO INTERNACION ATENCION DOMICILIARIA IDM,,
SIN NOMBRE,,
LABORATORIO DEL CENTRO,,
SERVICIO DE TRASLADO PROGRAMADO PARA PACIENTES COMPESADOS EL SEMBRADOR,,
SENTIRES CENTRO TERAPEUTICO CON INTEGRACION ESCOLAR,,
CONSULTORIO ODONTOLOGICO ANA LAURA CASTRO GRAÑA,,
CONSULTORIOS AVENIDA EJERCITO,,
INDA,,
OPTICITY,,
CP CIRUGIA ESTETICA,,
CIMO SALUD SRL,,
OPTICA O BRIEN CENTENARIO,,
ESSENCE - LABORATORIO DE ANALISIS CLINICOS,,
UPALA,,
RAKIX,,
KAIZEN,,
CENTRO DE DIA SANA SANA - LA PLATA,,
POLICONSULTORIO NORTE,,
CIRCULO DE TIZA (1),,
HUMA CENTRO MEDICO INTEGRAL,,
EN LAZOS (YAPURA),,
VISION,,
OPTICA DEL MILAGRO,,
CENTRO SAN AGUSTIN,,
DAY CENTER SALUD,,
MIRADAS ESPACIO TERAPEUTICO,,
INNOVALAB LABORATORIO DE ANALISIS CLINICOS,,
LABORATORIO DE ANALISIS CLINICOS DE ROMINA ANDREA BALANGERO,,
MI LUGAR,,
COSVI - CLINICA DE OJOS SALUD VISUAL Y ESPECIALIDADES,,
LABORATORIO MENDICINO,,
CONSULTORIO ODONTOLOGICO JOSE PUSTERLA,,
SERVICIO DE MOVIL DE TRASLADO PROGRAMADO PARA PACIENTES COMPENSADOS  LEDESMA,,
HOSTAL ASISTIDO ESPECIALIZADO EN TRATAMIENTO DE ADICCIONES REGENESIS,,
ESSENZA MEDICINA ESTETICA Y REGENERATIVA,,
HOLEPAM BARRA ( TIPO (A),,
GABINETE DE KINESIOLOGIA KINEX,,
GABINETE DE KINESIOLOGIA UNIDAD,,
GABINETE DE KINESIOLOGIA,,
GABINETE DE KINESIOLOGIA PERTENECIENTE A SERGIO LUIS TEJERINA,,
GABINETE DE KINESIOLOGIA KINESIO SPORT,,
CONSULTORIO ODONTOLOGICO ARABELA MULATERO,,
MEGA SALUD-VACUNATORIO,,
PLUS EMERGENCIAS,,
OPTICA DEL SOL,,
BIOPTICA,,
GABINETE DE KINESIOLOGIA K-96,,
LABORATORIO DE PROTESIS DENTAL DENTAL-CE,,
GABINETE DE KINESIOLOGIA FLEX,,
HOSPITAL UNIVERSITARIO AUSTRAL-SEDE PASEO CHAMPAGNAT,,
SERVICIO  DE INTERNACION  DOMICILIARIA NUTRILL,,
LABORATORIO RAMINGER,,
GABINETE DE KINESIOLOGIA ANDANDO,,
GABINETE DE KINESIOLOGIA C.TE.A CONSULTORIOS TERAPEUTICOS ARRECIFES,,
BIOQUIMICA MARIA DEL CARMEN GARRIDO,,
SUSANA CECILIA PORTA,,
OPTICA ANSWER,,
RESIDENCIA CAMPO LOBOS,,
NUEVO RENACER,,
MAS VIDA INCLUSIVA,,
TOPTICA,,
LABORATORIO DE ANALISIS CLINICOS CROSETTI CIOTTA,,
CONSULTORIOS MEDICOS Y LABORATORIO DE ANALISIS CLINICOS CEPRER,,
NR KINESIOLOGIA,,
EDGAR DARIO PINOTTI,,
CIC BARRIO LANCEROS DEL SAUCE,,
OPTICA ARRIETA,,
OPTICA RETRIVI,,
CONSULTORIO ODONTOLOGICO MARIA ARIAS MATIAS PELLITERO,,
GABINETE DE KINESIOLOGIA DANICO CENTRO TERAUPEUTICO INTEGRAL,,
DEL PRADO,,
CASA DE MEDIO CAMINO ERIC,,
UNIDADES DE TRASLADO TERRESTRE UDEM SOCIEDAD DE RESPONSABILIDAD LIMITADA,,
KINESIO C.O.T.E.I.N.,,
CONSULTORIO DE PSICOPEDAGOGIA,,
HOGAR TODO PARA ELLOS,,
POSTA DE VACUNACION NOURYON SAN LORENZO,,
OPTICA INTEGRAL MEDICINA FAMILIAR,,
POSTA DE VACUNACION CARGILL PUERTO GENERAL SAN MARTIN,,
ESPACIO CARPE DIEM,,
LABORATORIO DE ANALISIS CLINICOS,,
GABINETES AUA  ATENCION INTEGRAL,,
CONSULTORIO ODONTOLOGICO ADALBERTO MONTERO,,
CONSULTORIO MEDICO OFTALMOLOGICO,,
LABORATORIOS SLC,,
TU BIENESTAR,,
HAYCER LABORATORIOS,,
HOGAR CON CENTRO DE DIA APRENDER A VOLAR,,
CENTRO INTEGRAL COLORES,,
MARIA BELEN FREDES,,
LABORATORIO DE ANALISIS CLINICOS FERRI,,
LABORATORIO DE ANALISIS BIOQUIMICOS  BIOQ MARANGONI CESAR MARCELO,,
CONSULTORIOS DIAGNOSIS,,
CASONA SARMIENTO,,
POLICLINICA RUBEN DIEGUEZ,,
GABINETE DE KINESIOLOGIA,,
HOLEPAM TIPO A  LE ROSE,,
TONUS,,
KINEV,,
LAB-RO,,
LABORATORIO ANALISIS CLINICOS CEB CENTRO DE ESTUDIOS BIOQUIMICOS,,
CONSULTORIO MEDICO ARATA SALUD,,
KORPUS,,
CENTRO OPTICO SAN JOSE,,
CONSULTORIO ODONTOLOGICO GAMARRA BAUTISTA,,
GABINETE DE KINESIOLOGIA ESTACION SALUD,,
OPTICA SAN FERNANDO,,
GABINETE DE KINESIOLOGIA CASA NEURO,,
CONSULTORIOS MEDICOS PIONEROS,,
CENTRO MEDICO CAPITAL (1),,
MAS VIDA,,
CONSULTORIOS MEDICOS POLYMEDIC,,
FACUNDO ARRIGONE ODONTOLOGIA INTEGRAL,,
OPTICA ARANCIBIA,,
AYUDA MEDICA,,
KEL VISION,,
CONSULTORIO DE KINESIOLOGIA DEGANO,,
IGEA,,
HEZI KINESIOLOGIA,,
ESTABLECIMIENTO DE KINESIOLOGIA HABERKORN,,
GESTARNOS,,
SENECTUD,,
CONSULTORIOS PLOTTIER,,
CENTRO MEDICO  AMBULATORIO PLOTTIER,,
BOTIQUIN MABRIAL,,
LABORATORIO DE ANALISIS CLINICOS (BIOQ. SEIBEL),,
KINESIO JORGE INGARAMO,,
CUIN  CENTRO UROLOGICO INTEGRAL NEUQUEN,,
CENTRO MEDICO SIGRE PROCREARTE,,
MEJOR VISION,,
HOGAR GERIATRICO EL EDEN,,
CENTRAL PUERTO S.A,,
CONSULTORIOS ODONTOLOGICOS JORGE ADRIAN VIDO,,
LABORATORIO OSCAR GREGORIO SCHEIDEREITER,,
NURYLAB,,
LAB MECANICA DENTAL - GABRIELA SUAREZ,,
SAMI,,
CONSULTORIO  ODONTOLOGICO OMAR PETRONACE,,
KINESIOLOGIA MARIA MARTINEZ,,
DENTAL MEC,,
KARSON CONSULTORIOS ODONTOLOGICOS CENTENARIO,,
CENTRO MEDICO CIDE VANDERSANDE,,
OPTICA BANCARIA,,
CONSULTORIO ODONTOLOGICO CONSULTORIOS EDISON,,
CONSULTORIOS DEL PLATA,,
WOLLEN SALUD,,
CENTRO INTEGRAL DE CICATRIZACION DE HERIDAS NEUQUEN LA MERCED,,
LABORATORIO PERLA NILDA RICO,,
CENTRO DE DIA NEUROCENTER,,
LABORATORIO SUSANA BEATRIZ BACIGALUPPI,,
CENTRO OPTICO ITATI,,
CKD- KINESIOLOGIA,,
GABINETE DE KINESIOLOGIA BIVONA,,
NACHT OYG,,
EQUIPAMIENTOS MEDICOS NEUQUEN,,
LABORATORIO SUCESION DE LA DRA. MARIA ISABEL SOLE,,
DROGUERIA Y DISTRIBUIDORA DE PRODUCTOS MEDICOS DERMASUR,,
CENTRO MEDICO,,
CONSULTORIO MEDICO RUBEN CALVO,,
GABINETE DE KINESIOLOGIA,,
LABORATORIO HECTOR SANTAMARIA,,
LEBEN MINISTRO GONZALEZ,,
INSTITUTO OPTICO CALZADA,,
CENTRO OPTICO MENERVINO,,
TIDOL TRATAMIENTO INTEGRAL DEL DOLOR,,
CONS ODONTOLOGICO JUAN PABLO ORBANICH,,
CONSULTORIOS PSICOANALISIS NEUQUEN,,
CONSULTORIOS ODONTOLOGICOS LUIS ANDRES EBRECHT,,
LABORATORIO OPTICO CRISTAL,,
KINESER,,
OPTICA GINACA CONTALENT,,
CONSULTORIOS CAM - DR. CARLOS A. ROSAS,,
O.D. KINESIOLOGIA,,
SALUD MENTAL ENTRE RIOS SRL. RESIDENCIA ASISTIDA CON NIVEL MEDIO DE APOYO Y CUIDADOS,,
CONSULTORIO DE KINESIOLOGIA SALINAS,,
FONOAUDIOLOGIA FLAVIA LORENA PERALTA,,
CENTRO DE CIRUGIA BUCO MAXILO FACIAL  SILVIO CASTAGNO,,
CENTRO DE REHABILITACION CEM,,
CONSULTORIO ODONT DRA. ESPINOZA SALAMANCA,,
MAS VIDA INTERNACION DOMICILIARIA,,
LABORATORIO PAULA MARTIN,,
LABORATORIO LAURA SILVINA TOZZI,,
CONS ODONT FACUNDO MARTINEZ OLMOS,,
CONS PSICOLOGIA MARIA FLORENCIA COTO,,
CONS ODONTOLOGICO ANA CAROLINA CORREA,,
CONSULTORIO ODONTOLOGICO SABATTE PROSPITTI,,
LABORATORIO OPTICO CASEY,,
CENTRO ODONTOLOGICO,,
LABORATORIO DANIEL MARTIN BARRAGAN,,
FONO CONSULTORIO FONOAUDIOLOGICO,,
HOGAR CON CENTRO DE DIA SAN MAXIMILIANO,,
CONSULTORIO DE PSICOLOGIA DEL FORNO,,
LABORATORIO DE ANALISIS BIOQUIMICOS DE MELISA VIVAS,,
LABORATORIO DE ANALISIS BIOQUIMICOS DE GONZALEZ REVIRIEFO CLAUDIA,,
BIOLAB,,
LABORATORIOS BIOMED,,
KINESIOLOGIA CESAR GHIRINGHELLI,,
LABORATORIO GUSTAVO ALEJANDRO NALLY,,
LABORATORIO DE ANALISIS CLINICOS DR GASTIAZORO,,
CONSULTORIO MEDICO DRA. ELSA INES ROMANO,,
CENTRO MEDICO MV,,
OPTICA WOLF CENTER   CENTENARIO,,
PORTAL MIRO,,
CONSULTORIOS ODONTOLOGICOS INTEGRALES,,
CONSULTORIOS EXTERNOS RC,,
KINESIOLOGIA NANCY MARIEL SANCHEZ,,
OPTICA DEL SOL,,
FUNDACION LA CASITA. CENTRO TERAPEUTICO PARA PERSONAS CON DESVIACIONES NEUROLOGICAS,,
HIGEA,,
BHO CONSULTORIOS ODONTOLOGICOS,,
ELI ESTETICA AVANZADA,,
ANDARES,,
DISTRIBUIDORA SOL,,
"CENTRO NORPATAGONICO DE DIAGNOSTICO, TRATAMIENTO E INVESTIGACION DE SALUD MENTAL INTEGRAL",,
KINESIOLOGIA AMENEDO,,
ARMONIA CENTRO DE OSTEOPATIA Y MEDICINA ESTETICA,,
SHALOM,,
KINESIOLOGIA CRAFO,,
CONSULTORIOS MIGUEL ANGEL CLARO,,
MEDIKSPORT23 SRL,,
CENTRO TERAPEUTICO INTEGRAL RAME,,
SERVICIOS MEDICOS,,
"CONSULTORIOS MEDICOS, DE FONOAUDIOLOGIA Y DE KINESIOLOGIA",,
TECNOOPTICA,,
LABORATORIO CAROLINA CASTELLANO,,
SACDE,,
CENTRO IDEA NQN,,
NUEVO MILENIO RED DE SALUD SA,,
SOLEDAD EDITH MONTESINO,,
CONSULTORIO MEDICO ROCHA,,
CIEV CENTRO INTEGRAL DE ENFERMERIA Y VACUNACION,,
HAIR RECOVERY CERRO,,
ELILENS,,
HOGAR CON CENTRO DE DIA PARA PERSONAS CON DISCAPACIDAD EUNOIA DE MARCORMAR S.A.,,
BEAUTY LASER PATAGONIA,,
ODONTO S Y C,,
